Label,Source,Sentence,
Climate Risk and Opportunity,ACER-Energy and Climate Change,"In our major international operating markets, the new European Green Deal announced by the European Commission in December 2019, including the carbon border tax, will have an impact on business and operating costs, and we will continue to pay attention to the subsequent policies, regulations, and implementation details of each country.",
Carbon Emissions,2022-WYNDHAM-ESG,Wyndham Hotels & Resorts remains committed to reducing the energy and carbon footprint of all Wyndham branded properties.,
Carbon Emissions,2022-WYNDHAM-ESG,Wyndham continuously evaluates opportunities to increase efficiencies and the usage of renewable energy where feasible.,
Carbon Emissions,2022-WYNDHAM-ESG,"By 2025, the Company has committed to:",
Carbon Emissions,2022-WYNDHAM-ESG,"Reduce absolute carbon emissions in Scope 1 and 2 emissions by 15%, compared to the 2019 baseline",
Carbon Emissions,2022-WYNDHAM-ESG,"Achieve 100% renewable energy at owned properties, corporate headquarters, and North American offices",
Carbon Emissions,2022-WYNDHAM-ESG,"Wyndham’s climate-related targets are aligned with science-based targets for Scope 1 and 2 related emissions, with 2019 serving as the baseline.",
Carbon Emissions,2022-WYNDHAM-ESG,"Wyndham’s carbon emission target is in alignment with the 2-degree Celsius level of ambition, based on targeted absolute reductions of 2.5% annually.",
Carbon Emissions,2022-WYNDHAM-ESG,"Through the Wyndham Green Program, the Company provides owned, managed, and franchised hotels with best practice energy conservation programs and procedures to help them reduce their impact.",
Carbon Emissions,2022-WYNDHAM-ESG,Forty percent of Wyndham Green Certification Program elements are focused on energy conservation.,
Carbon Emissions,2022-WYNDHAM-ESG,"Below is the Greenhouse Gas (GHG) emissions and energy consumption performance for Wyndham’s owned, managed, and leased properties with 2019 serving as the base year.",
Carbon Emissions,2022-WYNDHAM-ESG,"Wyndham Hotels & Resorts, Inc. continued to evaluate energy efficiency opportunities, and implement practices and programs driving measurable results, which included energy audits at some managed hotels.",
Carbon Emissions,2022-WYNDHAM-ESG,The Company continued the implementation of energy management thermostats in ten select-service managed hotels in the United States while taking advantage of utility-based incentives to help subsidize some of the costs.,
Carbon Emissions,2022-WYNDHAM-ESG,This resulted in up to 25% reduction in energy use in unoccupied guest rooms and will help to extend equipment lifespan.,
Carbon Emissions,2022-WYNDHAM-ESG,The Wyndham® Newport Hotel (franchised) sources a portion of its electricity from a solar photovoltaic (PV) system on its roof and a solar farm nearby.,
Carbon Emissions,2022-WYNDHAM-ESG,"Wyndham branded hotels in the Asia Pacific region joined millions of individuals around the globe to support the #switchfornature Global Earth Hour 2021 campaign, raising awareness against global climate change and supporting the future of renewable energy.",
Carbon Emissions,2022-WYNDHAM-ESG,Hotel guests were also encouraged to participate in the campaign by switching off the lights in their rooms.,
Carbon Emissions,2022-WYNDHAM-ESG,"Wyndham Garden® Dammam (managed) implemented a 5-phase project to replace over 90% of its interior and exterior lighting with over 3,500 LED lights coupled with lighting controls to further reduce energy consumption.",
Carbon Emissions,2022-WYNDHAM-ESG,"Wyndham Grand® Istanbul Levent (franchised) evaluated opportunities and implemented energy strategies to leverage daylighting in public areas of the hotel, which resulted in a 5% decrease in annual energy usage",
Carbon Emissions,2022-WYNDHAM-ESG,"Through Wyndham Green Certification, Wyndham will continuously aim to increase energy efficiency and reduce energy waste, which should result in a net positive change to the Company’s environmental impact.",
Carbon Emissions,2022-WYNDHAM-ESG,"In order to achieve the Company's carbon emission targets, Wyndham will continue to promote and advance the Wyndham Green Certification Program by guiding its hotels with practical and high-impact energy efficiency projects and best practices.",
Carbon Emissions,2022-WYNDHAM-ESG,The Company will also encourage the use of renewable energy where feasible..,
Emissions,DOW,"Greenhouse gases are accounted for in accordance with the Greenhouse Gas Protocol Corporate Accounting and Reporting Standard, applying the operational control approach and using emissions factors from the United Nations Intergovernmental Panel on Climate Change Fifth Assessment Report.",
Emissions,DOW,"Scope 1 includes Kyoto Protocol greenhouse gases [carbon dioxide (CO2), methane (CH4), nitrous oxide (N2O), hydrofluorocarbons (HFCs), perfluorocarbons (PFCs), sulfur hexafluoride (SF6),and nitrogen trifluoride (NF3)] as well as any non-Kyoto greenhouse gases emitted.",
Emissions,DOW,"Scope 2 includes carbon dioxide (CO2), methane (CH4) and nitrous oxide (N2O).",
Emissions,DOW,"Historical data considers any divestitures, mergers and acquisitions and may change to reflect those activities.",
Emissions,DOW,Reported Scope 1 and 2 GHG emissions showed little change from 2019.,
Emissions,DOW,"This reflects offsetting emissions impacts from several factors including the number of scheduled outages for maintenance, COVID-19 impact on volumes, and emissions reduction projects.",
Emissions,DOW,Scope 2 emissions reflect power purchases to supply manufacturing operations around the world.,
Emissions,DOW,"These are calculated according to the Greenhouse Gas Protocol Scope 2 Guidance, including both location-based and market-based methods.",
Emissions,DOW,The market-based value is used in the corporate total for our 2030 emissions reduction target.,
Emissions,DOW,"This allows purchased and contracted renewable energy to contribute toward the goal of not exceeding our 2006 absolute emissions baseline (42.1 million MT CO2e), and accounts for the use of supplier-specific emissions factors associated with energy contracts Dow has in place.",
