Label,Source,Sentence,We strive to find products in a responsible manner while working with suppliers to improve their social and environmental practices.
Community Relations,2022-Recursion-ESG,"To date, we have focused our community efforts in areas of impact that are aligned with our Values and our strengths, including diversity, equity and inclusion in technology and biotechnology; the growth and sustainability of our local life science and technology ecosystems; and the promotion of sustainable environmental practices.",
Community Relations,2022-Recursion-ESG,"We believe that through these principles of community engagement, we can extend our mission of radically improving lives to those in our communities.",
Community Relations,2022-Recursion-ESG,The Recursion Foundation was established in 2019 as a vehicle through which we could drive our charitable and philanthropic efforts over time.,
Community Relations,2022-Recursion-ESG,"In late 2020, our Board of Directors committed to putting 1% of our fully-diluted equity into the Recursion Foundation to help demonstrate the strong commitment we have to social responsibility and to ensure a sustainable future for our work in this arena.",
Community Relations,2022-Recursion-ESG,Altitude Lab is a life sciences incubator and accelerator program providing critical resources and community for diverse health care entrepreneurs.,
Community Relations,2022-Recursion-ESG,"Formed as a partnership between the Recursion Foundation and the University of Utah, Altitude’s mission is to build the economic backbone for Utah’s health care sector by investing in a new, diverse generation of founders.",
Community Relations,2022-Recursion-ESG,"Altitude Lab commenced operations in the fall of 2020 and received applications from dozens of local, national and international startups, of which seven were admitted into the first cohort.",
Community Relations,2022-Recursion-ESG,"Altitude Lab provides both the physical infrastructure and a community of experts, investors and mentors to help founders — of every background — navigate challenges unique to the health care industry.",
Community Relations,2022-Recursion-ESG,We seek to help these companies with early growth and fundraising while offering them access to laboratories and equipment that would otherwise be prohibitively expensive.,
Community Relations,2022-Recursion-ESG,"Our goal is for these startups to grow permanently in Utah, in order to create a more sustainable life science ecosystem.",
Community Relations,2022-Recursion-ESG,"In 2021, Altitude launched its Investor Coalition, a partnered network of leading healthcare venture capitalists to fund, mentor and provide resources for Altitude-incubated startups.",
Community Relations,2022-Recursion-ESG,The Investor Coalition aims to collectively invest $50 million in Altitude’s startups over three years.,
Community Relations,2022-Recursion-ESG,"In the process of recruiting and building a world-class workforce in Salt Lake City, our Co-Founder and CEO Chris Gibson recognized a critical need to get the word out about Utah’s burgeoning life sciences industry.",
Community Relations,2022-Recursion-ESG,"In 2020, Dr. Gibson partnered with Jared Bauer, CEO of Utah-based IONIQ Sciences, with an idea to bring together our public and private sectors to strategically brand Utah’s life sciences ecosystem and raise its profile both locally and nationally",
Community Relations,2022-Recursion-ESG,"As a result, Recursion became a founding member of BioHive, the Utah life science collective composed of therapeutics, diagnostics, medical device and health IT companies, along with the companies that support them and the public sector.",
Community Relations,2022-Recursion-ESG,"BioHive sits within the existing BioUtah trade association and represents a collective of more than 1,100 life sciences companies in Utah.",
Community Relations,2022-Recursion-ESG,It has become a critical mechanism to include parts of the community that typically do not participate directly with a trade association.,
Community Relations,2022-Recursion-ESG,"In the spirit of our We Care value, we established a Sponsorship Committee composed of our Chief People Officer, our Vice President of Business Development and Corporate Initiatives, and our Senior Director of Clinical Development to select and manage partnerships, as well as monitor impact.",
Community Relations,2022-Recursion-ESG,Our Sponsorship Committee prioritizes high impact opportunities that allow us to durably partner with entities that are aligned with our values and five key areas of focus:,
Community Relations,2022-Recursion-ESG,"Diversity, Inclusion and Equity",
Community Relations,2022-Recursion-ESG,Growth of the Life Science and Technology Ecosystems,
Community Relations,2022-Recursion-ESG,Company’s Responsible use of Artificial Intelligence,
Community Relations,2022-Recursion-ESG,Sustainable Environmental Practice,
Community Relations,2022-Recursion-ESG,Caring for the Communities in which We Work,
Community Relations,2022-Recursion-ESG,We also host ad-hoc matching donation events that support non-profit organizations near each of our locations.,
Community Relations,2022-Recursion-ESG,"In 2021, Recursion matched each monetary holiday donation given by a Recursionaut, dollar for dollar.",
Community Relations,2022-Recursion-ESG,"We raised $8,910 to support three organizations: Fourth Street Clinic in Utah, Gardner Health Services in California and Parkdale Activity-Recreation Centre (PARC) in Toronto.",
